Timestamp,What is your age group?,What gender do you identify with?,How would you describe your ethnicity?,Do you consider yourself to have a disability or long term health condition?,What is your sexual orientation?,Please indicate the following about your employment status:,What is your religious belief?,Where do you currently live?,Had you been to a sauna before you came to Community Sauna?,How did you hear about the Community Sauna?,How often do you visit our sauna?,Which of our sauna locations do you visit most often?,Have you experienced any physical health improvements from using the sauna?,Have you experienced any mental health improvements from using the sauna?,"How important is having regular access to sauna?

On a scale of 1 to 5, where 1 is low and 5 is high",What do you enjoy most about the community sauna?,Are you satisfied with the temperature at our saunas?,"If you’re not satisfied, could you please explain why",Are you satisfied with the amount of customers during the sessions?,"If you’re not satisfied, could you please explain why2",Do you feel a sense of belonging or community when using the sauna?,"How would you rate  the overall cleanliness and hygiene of the sauna facilities?

On a scale of 1 to 5, where 1 is low and 5 is high","How would you rate the staff’s friendliness and professionalism? 

On a scale of 1 to 5, where 1 is low and 5 is high","How would you rate the overall ambiance and atmosphere of the sauna?

On a scale of 1 to 5, where 1 is low and 5 is high","Are the sauna prices reasonable and in line with your expectations?

On a scale of 1 to 5, where 1 is low and 5 is high",What improvements or additions would you like to see in the sauna facilities or services?,"Do you know of any specific location where we could set up a community sauna? (e.g., a park, unused building, or local space)","What improvements would you suggest for the facilities, services, or events?",Are you familiar with our social prescribing offers and services?,"If yes, how did you hear about it?",Please share why community sauna is important to you?,In which area of London would you like us to set up a sauna?,What topics would you like to hear more about from us in our communications? (Select all that apply),Is there anything else you would like to share or comment on regarding your experiences at the community sauna in London?
45691.6912357292,25–34,Male,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Prefer not to say,East London,Once or twice,Word of mouth,Weekly,Stratford,Yes,Yes,2,"Improved mood, Assists me with my mental health resilience, Improved my health, Increased my body confidence",Yes,,Yes,,3,5,5,5,5,,,,No,,,Central London,,
45691.6915921991,45–54,Female,"White (e.g., British, Irish, other European background)",No,Bisexual/Pansexual,Self employed,Atheism,North London,Once or twice,Word of mouth,Rarely,Hackney Wick,Not sure,Not sure,5,"Improved mood, Assists me with my mental health resilience",Yes,,Yes,,3,3,4,4,3,,"Be lovely to have one in Finsbury Park N4, there is loads of space and the park people are open to new ideas.",,No,,,Finsbury Park,"Sauna health benefits, Upcoming events",
45691.6917173958,25–34,Male,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Spiritual but not Religious,East London,Once or twice,Word of mouth,Monthly,Hackney Wick,Not sure,Yes,2,"Improved mood, Helped me connect with the outdoors",Yes,,Yes,,4,5,5,5,5,None,,,No,,,,Upcoming events,
45691.6917203241,25–34,Non-binary,"White (e.g., British, Irish, other European background)",Yes,Bisexual/Pansexual,Employed,Atheism,South West London,Once or twice,Instagram,Monthly,Hackney Wick,Yes,Yes,5,"Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Improved my health, Helped me connect with the outdoors, I made new friends at the sauna, Increased my body confidence",Yes,,No,"Often too many people. It would be fine to have this many people but they don’t abide by the rules (eg sitting on towels, respect for others’ choices re. semi-nudity)",4,5,5,4,4,Offer nude sauna sessions and queer specific sessions ,There are unused spaces in Tooting Common ,As above; queer specific events and nudity optional sessions ,No,,"It helps with my mental health, is a reasonable cost, and somewhere I feel safe ",South West London,"Sauna etiquette or best practices, Upcoming events",
45691.6917700694,25–34,Female,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,,East London,Once or twice,Website,Rarely,Stratford,Yes,Yes,3,"Helped with physical pain management, Improved mood, Improved my health, Helped me connect with the outdoors",Yes,,No,Stratford one is a bit crammed ,3,1,4,4,4,,,maybe cleaner floor ,Yes,Social Media,,,,
45691.6918981829,35–44,Female,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Atheism,North East London,I was already a regular sauna user,Instagram,Monthly,Hackney Wick,Yes,Yes,2,"Improved mood, Helped me connect with the outdoors",Yes,,Yes,,3,4,4,4,3,More saunas!,,Family sauna,Yes,Email,I love having a sauna so access to it is important ,North East London,"Sauna health benefits, Sauna etiquette or best practices",
45691.6920668403,35–44,Female,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Atheism,North London,Once or twice,Word of mouth,Rarely,Hackney Wick,No,Yes,3,"Improved mood, Helped me connect with the outdoors",Yes,,Yes,,4,5,5,5,4,,,,No,,,North East London,"Sauna health benefits, Behind the scenes, Sauna etiquette or best practices, Upcoming events, Stories and testimonials from the community, Not-for-profit work",
45691.6921234375,25–34,Female,Other ethnic group (please specify): ______________,No,Heterosexual,Employed,Christianity,North London,I was already a regular sauna user,Word of mouth,Monthly,Hackney Wick,Yes,Yes,3,"Improved mood, Improved my health",Yes,,Yes,,2,2,4,4,1,Expensive!,/,Cleaner - its weird that to access the large sauna in the hackney location you have to walk round. When i last went there was an event on and people were sitting in the smoking area and i had to walk through in my swimming costume which was so uncomfortable....,No,Friends,Good for my mental health / wellbeing / good to relax and unwind ,North East London,Sauna health benefits,
45691.6922697338,35–44,Male,"White (e.g., British, Irish, other European background)",No,Heterosexual,Self employed,Agnosticism,East London,I was already a regular sauna user,Instagram,Weekly,Hackney Wick,Not sure,Yes,5,"Improved sense of belonging to the local community., I made new friends at the sauna",Yes,,Yes,,5,5,5,5,5,One of those dryers which you get at swimming pools for your wet clothes,no,regulars/members only events,Yes,staff,"Great sauna, great community (both workers and attendees) and great vibes overall",Clapton Square,"Behind the scenes, Sauna etiquette or best practices, Upcoming events, Not-for-profit work",no
45691.6923115625,25–34,Female,"Mixed or multiple ethnic groups (e.g., White and Black Caribbean, White and Asian)",No,Bisexual/Pansexual,Employed,Spiritual but not Religious,South West London,Once or twice,Word of mouth,Monthly,Hackney Wick,Not sure,Yes,5,Improved mood,Yes,,Yes,,2,4,5,5,4,"It would be good if staff can gently remind people of the rules, sometimes people having very loud or inappropriate conversations in the community sauna is off putting ",,,,,,South East London,"Sauna health benefits, Sauna etiquette or best practices, Not-for-profit work",
45691.6924417593,25–34,,"White (e.g., British, Irish, other European background)",Yes,Bisexual/Pansexual,Self employed,Agnosticism,South East London,Never,Word of mouth,Rarely,Hackney Wick,Not sure,Yes,2,"Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Helped me connect with the outdoors",Yes,,Yes,,4,5,3,4,3,More space to change afterwards,No,Offpeak discounts and offers  ,No,,It connects me to my body and is a beautiful atmosphere ,South East London,"Behind the scenes, Upcoming events",
45691.6924611921,25–34,Female,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Atheism,South East London,I was already a regular sauna user,Word of mouth,Weekly,Bermondsey,Yes,Yes,5,"Helped with physical pain management, Improved my fitness performance, Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Improved my health",Yes,,Yes,,5,5,5,5,5,Some sort of better flooring around the showers and cold plunges,Peckham/ Camberwell under the arches off Holly Grove ,N/A,No,,"Community sauna has brought me a whole new identity- one that is in touch with her body and mental health on a whole new level. After seeing the positive changes in my life from using your saunas, I have also become a total advocate for them. Bringing up stats and data when convincing friends and family to try!! Thank you for all your do, I am eternally grateful. ",North West London,"Sauna health benefits, Upcoming events",
45691.6928673264,35–44,Female,"White (e.g., British, Irish, other European background)",No,Heterosexual,Unemployed,Atheism,South East London,Once or twice,Word of mouth,Weekly,Peckham,Not sure,Not sure,4,"Improved mood, Improved sense of belonging to the local community., I made new friends at the sauna",Yes,,Yes,,4,5,5,5,5,,,,No,,,South East London,,
45691.6928956597,25–34,Female,"White (e.g., British, Irish, other European background)",No,Bisexual/Pansexual,Employed,Spiritual but not Religious,South East London,Once or twice,Word of mouth,Rarely,Bermondsey,No,Yes,3,"Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Increased my body confidence",Yes,,Yes,,4,5,5,5,5,,,,Yes,Social Media,,South East London,Upcoming events,
45691.6931107407,55–64,Male,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Christianity,Another UK city,I was already a regular sauna user,Birthday present,Rarely,Stratford,Yes,Yes,2,Improved mood,Yes,,Yes,,4,4,5,5,3,,Not local I live in Southend,Changing rooms could do with a bench seat,No,Invited,,I don’t live in London so being close to Stratford was great,,
45691.6931972454,35–44,Male,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Spiritual but not Religious,East London,Once or twice,Word of mouth,Monthly,Stratford,Yes,Yes,4,"Improved my fitness performance, Improved mood, Improved my health, Helped me connect with the outdoors",Yes,,Yes,,4,4,5,5,3,,,,No,,Generally a nice Relaxing place with health and wellbeing benefits ,North East London,"Sauna health benefits, Not-for-profit work",
45691.6932425926,35–44,Female,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Spiritual but not Religious,East London,Once or twice,Instagram,Weekly,Hackney Wick,Yes,Yes,5,"Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Improved my health, Helped me connect with the outdoors, I made new friends at the sauna, Increased my body confidence",Yes,,Yes,,4,3,5,5,4,Toilets :-) ,,toilets,Yes,Social Media,Lifts my mood and helps me connect with myself,South East London,"Sauna health benefits, Upcoming events, Stories and testimonials from the community, Not-for-profit work",
45691.6933289468,25–34,Female,"Mixed or multiple ethnic groups (e.g., White and Black Caribbean, White and Asian)",No,Bisexual/Pansexual,Employed,Buddhism,South East London,I was already a regular sauna user,Word of mouth,Monthly,Hackney Wick,No,Yes,5,"Improved mood, Assists me with my mental health resilience, Helped me connect with the outdoors, I made new friends at the sauna",Yes,,Yes,,5,5,5,5,5,"one thing that's tough is how booked up it gets, i know it's hard to change that",No,none,Yes,word of mouth,"great atmosphere, great sauna. a good space to meet up with friends not revolved around drinking. I've been to other saunas where i felt i was being eyed up by others which was uncomfortable, that never happens at community sauna, feels like a safe space. ",South East London,"Sauna health benefits, Behind the scenes, Sauna etiquette or best practices, Upcoming events, Stories and testimonials from the community, Not-for-profit work",thank you! It's been one of the best things in London.
45691.6933687384,25–34,Female,"White (e.g., British, Irish, other European background)",No,Bisexual/Pansexual,Employed,Christianity,North London,Once or twice,Word of mouth,Monthly,Hackney Wick,Yes,Yes,5,"Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Helped me connect with the outdoors, Increased my body confidence",Yes,,Yes,,4,4,5,4,3,,ARCHWAY PLEASE,,No,,,North East London,Upcoming events,
45691.6933928588,25–34,Male,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Atheism,North East London,Once or twice,Word of mouth,Weekly,Hackney Wick,Yes,Yes,5,"Helped with physical pain management, Improved mood, Improved sense of belonging to the local community.",Yes,,Yes,,4,4,5,5,4,"Thanks for improving the changing facilities at the Hackney Wick location, it makes the experience much better",,"Moonlight Sauna Sessions, Silent Sauna & Meditation Nights, Breathwork & Ice Bath Workshops",No,,"It's dedicated time once a week where I can practice silence, focus on breath work, and calm my mind ",North East London,Upcoming events,
45691.6934447338,35–44,Male,"White (e.g., British, Irish, other European background)",No,Heterosexual,Self employed,Islam,South East London,Never,Word of mouth,Weekly,Bermondsey,Yes,Yes,5,"Improved mood, Assists me with my mental health resilience, Improved my health, I made new friends at the sauna",Yes,,Yes,,5,5,5,5,5,,,,No,,"it provides a way for my to manage my nervous system, to be able to push myself to plunging for longer, calming my heart rate and giving myself an over all sense of well being",South East London,"Sauna health benefits, Behind the scenes, Sauna etiquette or best practices, Upcoming events, Stories and testimonials from the community, Not-for-profit work",
45691.6934863079,35–44,Male,"Mixed or multiple ethnic groups (e.g., White and Black Caribbean, White and Asian)",No,Heterosexual,Employed,Atheism,North London,Once or twice,Word of mouth,Rarely,Hackney Wick,No,Yes,5,"Improved mood, Assists me with my mental health resilience, Improved my health, Helped me connect with the outdoors, Increased my body confidence",Yes,,Yes,,4,5,5,5,5,,,Maybe a clock somewhere if there isn't one already.,No,,It's a pure joy to experience.,,,
45691.6935990162,35–44,Male,"White (e.g., British, Irish, other European background)",No,Heterosexual,Self employed,Agnosticism,East London,I was already a regular sauna user,Word of mouth,Weekly,Hackney Wick,Not sure,Yes,4,"Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Helped me connect with the outdoors, I made new friends at the sauna",Yes,,No,"Feel too busy sometimes, and also increasing number of people who don't respect sauna etiquette. Not using towels to sit on, not showering before plunge pools, shouting etc.",4,4,4,4,3,More enforcement of the rules for those guests not respecting them. ,,,No,,,,"Sauna health benefits, Behind the scenes, Sauna etiquette or best practices, Upcoming events, Stories and testimonials from the community, Not-for-profit work",
